Id,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,SalePrice,MSZoning,Utilities,BldgType,KitchenQual,SaleCondition,LandSlope
524,10,2007,2008,3138,3138,4676,3,11,3,184750,RL,AllPub,1Fam,Ex,Partial,Gtl
525,7,1996,1997,1379,1383,2398,2,8,3,315750,RL,AllPub,1Fam,Gd,Normal,Gtl
526,7,2005,2005,1257,1266,1266,2,6,2,176000,FV,AllPub,1Fam,Gd,Normal,Gtl
527,5,1956,2000,928,928,928,1,4,1,132000,RL,AllPub,1Fam,TA,Normal,Gtl
528,9,2008,2008,1452,1476,2713,2,11,3,446261,RL,AllPub,1Fam,Ex,Partial,Gtl
529,4,1920,2002,528,605,605,1,5,0,86000,RL,AllPub,1Fam,TA,Normal,Gtl
530,6,1957,1975,2035,2515,2515,3,9,2,200624,RL,AllPub,1Fam,TA,Alloca,Gtl
531,6,1988,1989,1461,1509,1509,2,5,2,175000,RL,AllPub,1Fam,Gd,Abnorml,Gtl
532,6,1920,1999,611,751,1362,2,6,2,128000,RM,AllPub,1Fam,TA,Normal,Gtl
533,5,1955,2007,0,827,827,1,5,1,107500,RL,AllPub,1Fam,TA,Normal,Gtl
534,1,1946,1950,0,334,334,1,2,0,39300,RL,AllPub,1Fam,Fa,Normal,Mod
535,8,2004,2004,707,707,1414,2,6,2,178000,RL,AllPub,1Fam,Gd,Normal,Gtl
536,5,1910,1991,1117,820,1347,1,5,0,107500,RL,AllPub,2fmCon,TA,Normal,Gtl
537,7,1998,1999,880,880,1724,2,8,2,188000,RL,AllPub,1Fam,Gd,Normal,Gtl
538,4,1972,1972,864,864,864,1,5,2,111250,RL,AllPub,1Fam,TA,Normal,Gtl
539,5,1968,1968,1051,1159,1159,1,7,1,158000,RL,AllPub,1Fam,TA,Normal,Gtl
540,8,2001,2002,1581,1601,1601,2,6,2,272000,RL,AllPub,1Fam,Gd,Normal,Gtl
541,9,2006,2006,1838,1838,1838,2,8,3,315000,RL,AllPub,1Fam,Ex,Normal,Gtl
542,8,2000,2000,969,997,2285,2,8,3,248000,RL,AllPub,1Fam,Gd,Normal,Gtl
543,7,1998,1999,1650,1680,1680,2,7,2,213250,RL,AllPub,1Fam,Gd,Normal,Gtl
544,7,1998,1998,723,767,767,1,4,1,133000,RH,AllPub,TwnhsE,TA,Normal,Gtl
545,7,2006,2006,654,664,1496,2,7,2,179665,RL,AllPub,1Fam,Gd,Partial,Gtl
546,7,1988,1988,1204,1377,2183,2,9,3,229000,RL,AllPub,1Fam,Gd,Normal,Gtl
547,6,1923,1950,1065,915,1635,1,6,2,210000,RL,AllPub,1Fam,TA,Normal,Gtl
548,5,1970,1970,768,768,768,1,5,2,129500,RL,AllPub,1Fam,TA,Normal,Gtl
549,5,1955,1995,825,825,825,1,4,2,125000,RM,AllPub,1Fam,TA,Normal,Gtl
550,7,2003,2004,912,912,2094,2,8,2,263000,FV,AllPub,1Fam,Gd,Normal,Gtl
551,6,1977,1977,1069,1069,1069,2,4,2,140000,RL,AllPub,TwnhsE,TA,Abnorml,Gtl
552,5,1957,1957,928,928,928,1,5,1,112500,RM,AllPub,1Fam,TA,Normal,Gtl
553,8,2006,2006,1709,1717,1717,2,7,3,255500,RL,AllPub,1Fam,Gd,Normal,Gtl
554,4,1949,2003,0,1126,1126,2,5,2,108000,RL,AllPub,1Fam,Gd,Normal,Gtl
555,7,2003,2004,998,1006,2046,2,8,3,284000,RL,AllPub,1Fam,Gd,Normal,Gtl
556,5,1922,1950,993,1048,1048,1,5,1,113000,RM,AllPub,1Fam,TA,Normal,Gtl
557,5,1957,1957,1092,1092,1092,1,6,1,141000,RL,AllPub,1Fam,TA,Normal,Gtl
558,4,1920,1950,637,897,1336,1,7,1,108000,C (all),AllPub,1Fam,TA,Normal,Mod
559,7,1996,1997,729,729,1446,2,6,2,175000,RL,AllPub,1Fam,TA,Normal,Gtl
560,7,2003,2004,1374,1557,1557,2,7,2,234000,RL,AllPub,TwnhsE,Gd,Normal,Gtl
561,5,1957,1996,1392,1392,1392,1,5,2,121500,RL,AllPub,1Fam,TA,Normal,Gtl
562,5,1974,1975,1389,1389,1389,1,6,2,170000,RL,AllPub,1Fam,TA,Normal,Mod
563,5,1940,1969,996,996,996,1,6,0,108000,RL,AllPub,1Fam,TA,Normal,Gtl
564,6,1918,1950,1163,1163,1674,2,8,2,185000,RL,AllPub,1Fam,TA,Normal,Gtl
565,7,1992,2000,1095,1166,2295,2,9,2,268000,RL,AllPub,1Fam,Gd,Normal,Gtl
566,6,1915,1950,806,841,1647,1,6,1,128000,RL,AllPub,1Fam,Fa,Normal,Gtl
567,9,2005,2007,1122,1134,2504,2,11,3,325000,RL,AllPub,1Fam,Ex,Normal,Gtl
568,7,2004,2004,1517,1535,1535,2,7,2,214000,RL,AllPub,1Fam,Gd,Normal,Gtl
569,8,1983,2009,1496,1496,2132,1,5,2,316600,RL,AllPub,1Fam,Gd,Normal,Mod
570,5,1979,1979,943,943,943,1,4,2,135960,RL,AllPub,Duplex,TA,Normal,Gtl
571,5,1965,1965,1728,1728,1728,2,10,2,142600,RL,AllPub,Duplex,TA,Normal,Gtl
572,6,1959,1959,864,864,864,1,4,1,120000,RL,AllPub,1Fam,Gd,Abnorml,Gtl
573,7,2009,2009,846,846,1692,2,6,2,224500,RL,AllPub,1Fam,Gd,Partial,Gtl
574,7,2000,2000,384,774,1430,2,8,2,170000,RL,AllPub,1Fam,TA,Normal,Gtl
575,5,1971,2005,372,576,1109,1,5,1,139000,RL,AllPub,1Fam,TA,Normal,Gtl
576,5,1947,1950,832,832,1216,1,6,1,118500,RL,AllPub,1Fam,TA,Abnorml,Gtl
577,7,1928,1950,861,877,1477,2,6,1,145000,RL,AllPub,1Fam,TA,Normal,Gtl
578,5,1966,1966,1164,1320,1320,1,6,2,164500,RL,AllPub,1Fam,TA,Abnorml,Gtl
579,7,2007,2007,689,703,1392,2,5,2,146000,FV,AllPub,TwnhsE,Gd,Abnorml,Gtl
580,5,1954,1954,1050,1050,1795,2,7,1,131500,RM,AllPub,1Fam,TA,Normal,Gtl
581,6,1960,1987,1144,1429,1429,1,7,2,181900,RL,AllPub,1Fam,Gd,Normal,Gtl
582,8,2008,2009,2042,2042,2042,2,8,3,253293,RL,AllPub,1Fam,Ex,Partial,Gtl
583,6,1990,1990,816,816,816,1,5,0,118500,RL,AllPub,Duplex,TA,Normal,Gtl
584,10,1893,2000,1237,1521,2775,3,9,2,325000,RM,AllPub,1Fam,Gd,Normal,Gtl
585,4,1935,1995,884,989,1573,1,6,1,133000,RM,AllPub,1Fam,Gd,Normal,Gtl
586,8,2005,2006,1868,2028,2028,2,7,3,369900,RL,AllPub,1Fam,Gd,Partial,Gtl
587,6,1918,2000,816,838,838,1,5,1,130000,RL,AllPub,1Fam,Fa,Normal,Gtl
588,5,1982,1982,840,860,860,1,4,2,137000,RL,AllPub,1Fam,TA,Normal,Gtl
589,5,1968,2003,1437,1473,1473,1,5,1,143000,RL,AllPub,1Fam,Ex,Partial,Sev
590,5,1930,1960,742,779,935,1,4,1,79500,RM,AllPub,1Fam,TA,Normal,Gtl
591,7,2004,2004,770,770,1582,2,6,2,185900,RL,AllPub,1Fam,Gd,Normal,Gtl
592,10,2008,2008,1722,1728,2296,2,10,3,451950,RL,AllPub,1Fam,Ex,Normal,Gtl
593,5,1982,2003,816,816,816,1,4,2,138000,RL,AllPub,1Fam,TA,Normal,Gtl
594,6,2003,2003,848,848,848,1,4,2,140000,RM,AllPub,TwnhsE,Gd,Normal,Gtl
595,5,1975,1975,924,924,924,1,5,1,110000,RL,AllPub,1Fam,TA,Normal,Gtl
596,8,2005,2006,1814,1826,1826,2,7,3,319000,RL,AllPub,1Fam,Gd,Partial,Gtl
597,6,1910,1993,684,684,1368,1,7,1,114504,RM,AllPub,1Fam,TA,Normal,Gtl
598,7,2006,2007,1258,1402,1402,0,7,3,194201,RL,AllPub,TwnhsE,Gd,Partial,Gtl
599,5,1977,1977,1430,1647,1647,2,7,2,217500,RL,AllPub,1Fam,Gd,Normal,Gtl
600,6,1980,1980,716,716,1556,2,6,2,151000,RM,AllPub,Twnhs,TA,Normal,Gtl
601,8,2005,2005,1058,1058,1904,2,8,2,275000,RL,AllPub,1Fam,Ex,Normal,Gtl
602,6,1937,1950,780,780,1375,1,6,1,141000,RM,AllPub,1Fam,Gd,Normal,Gtl
603,8,1992,1992,908,927,1915,2,8,2,220000,RL,AllPub,1Fam,Gd,Abnorml,Gtl
604,7,2004,2005,600,600,1200,2,4,2,151000,FV,AllPub,TwnhsE,Gd,Normal,Gtl
605,7,2002,2002,1494,1494,1494,2,6,2,221000,RL,AllPub,1Fam,Gd,Normal,Gtl
606,7,1965,1990,768,1186,1986,2,7,2,205000,RL,AllPub,1Fam,TA,Normal,Gtl
607,5,1996,1996,1040,1040,1040,1,6,2,152000,RL,AllPub,1Fam,Gd,Normal,Mod
608,5,1948,2002,896,1112,2008,3,8,1,225000,RL,AllPub,1Fam,Ex,Normal,Mod
609,8,1934,1998,965,1940,3194,2,10,2,359100,RL,AllPub,1Fam,TA,Alloca,Mod
610,4,1961,1961,1029,1029,1029,1,5,1,118500,RL,AllPub,1Fam,TA,Normal,Gtl
611,9,2000,2000,1440,1476,2153,2,8,3,313000,RL,AllPub,1Fam,Ex,Normal,Gtl
612,6,1978,1978,1032,1032,1032,2,6,2,148000,RL,AllPub,1Fam,TA,Normal,Gtl
613,8,2001,2001,1299,1299,1872,2,7,2,261500,RL,AllPub,1Fam,Ex,Normal,Gtl
614,5,2007,2007,1120,1120,1120,1,6,0,147000,RL,AllPub,1Fam,TA,Partial,Gtl
615,4,1972,1972,630,630,630,1,3,0,75500,RM,AllPub,TwnhsE,TA,Normal,Gtl
616,6,1963,1963,936,1054,1054,1,6,2,137500,RL,AllPub,1Fam,Gd,Abnorml,Gtl
617,6,2002,2003,783,807,1509,2,7,2,183200,RL,AllPub,1Fam,Gd,Normal,Gtl
618,6,1954,1954,832,832,832,1,4,2,105500,RL,AllPub,1Fam,Gd,Normal,Mod
619,9,2007,2007,1822,1828,1828,2,9,3,314813,RL,AllPub,1Fam,Gd,Partial,Gtl
620,8,2003,2003,1482,1482,2262,2,10,3,305000,RL,AllPub,1Fam,Gd,Normal,Gtl
621,3,1914,1950,864,864,864,1,5,0,67000,RL,AllPub,1Fam,TA,Normal,Gtl
622,6,1974,1997,1522,1548,2614,2,9,2,240000,RL,AllPub,1Fam,TA,Normal,Gtl
623,5,1977,1977,980,980,980,1,6,2,135000,RL,AllPub,1Fam,TA,Normal,Gtl
624,6,2000,2000,756,756,1512,2,4,2,168500,FV,AllPub,TwnhsE,Gd,Normal,Gtl
625,6,1972,1972,732,1012,1790,1,8,2,165150,RL,AllPub,1Fam,TA,Normal,Gtl
626,6,1962,1962,1116,1116,1116,1,5,2,160000,RL,AllPub,1Fam,TA,Normal,Gtl
627,5,1960,1978,978,1422,1422,1,6,1,139900,RL,AllPub,1Fam,TA,Normal,Gtl
628,6,1955,1972,1156,1520,1520,1,7,1,153000,RL,AllPub,1Fam,TA,Normal,Gtl
629,5,1969,1969,1040,1040,2080,1,9,2,135000,RL,AllPub,1Fam,Fa,Family,Sev
630,6,1964,1964,1248,1350,1350,1,6,2,168500,RL,AllPub,1Fam,TA,Normal,Gtl
631,5,1880,1991,636,1089,1750,1,8,1,124000,RM,AllPub,1Fam,Ex,Abnorml,Gtl
632,8,2006,2006,1554,1554,1554,2,6,2,209500,RL,AllPub,Twnhs,Gd,Normal,Gtl
633,7,1977,1977,1386,1411,1411,2,6,2,82500,RL,AllPub,1Fam,TA,Family,Gtl
634,5,1954,2005,1056,1056,1056,1,6,1,139400,RL,AllPub,1Fam,TA,Normal,Gtl
635,6,1980,1980,1056,1056,1056,0,4,2,144000,RL,AllPub,Duplex,TA,Normal,Gtl
636,6,1914,1995,1440,1440,3395,2,14,0,200000,RH,AllPub,2fmCon,Fa,Abnorml,Gtl
637,2,1936,1950,264,800,800,1,4,0,60000,RM,AllPub,1Fam,Fa,Normal,Gtl
638,5,1954,1954,811,811,1387,2,7,1,93000,RM,AllPub,2fmCon,Gd,Normal,Gtl
639,5,1910,1950,796,796,796,1,4,0,85000,RL,AllPub,1Fam,TA,Normal,Gtl
640,8,2006,2006,1520,1567,1567,2,7,3,264561,RL,AllPub,TwnhsE,Ex,Partial,Gtl
641,8,2003,2004,1518,1518,1518,1,6,2,274000,RL,AllPub,TwnhsE,Ex,Normal,Gtl
642,7,2001,2001,1057,1057,1929,2,7,2,226000,FV,AllPub,1Fam,Gd,Normal,Gtl
643,8,1972,1995,1952,2000,2704,2,9,2,345000,RL,AllPub,1Fam,Ex,Normal,Gtl
644,5,1969,1969,780,780,1620,2,7,2,152000,RL,AllPub,1Fam,TA,Normal,Gtl
645,9,2009,2009,1766,1766,1766,2,7,3,370878,FV,AllPub,1Fam,Ex,Partial,Gtl
646,6,1971,1971,981,981,981,1,5,2,143250,RL,AllPub,1Fam,TA,Normal,Gtl
647,5,1950,1950,0,1048,1048,1,7,2,98300,RL,AllPub,1Fam,TA,Normal,Gtl
648,6,1953,1953,1094,1094,1094,1,5,2,155000,RL,AllPub,1Fam,TA,Normal,Gtl
649,6,1966,1966,756,1051,1839,1,7,2,155000,RL,AllPub,1Fam,TA,Normal,Gtl
650,4,1970,1970,630,630,630,1,3,0,84500,RM,AllPub,Twnhs,TA,Normal,Gtl
651,7,2007,2007,813,822,1665,2,7,2,205950,FV,AllPub,1Fam,Gd,Normal,Gtl
652,4,1940,1950,755,755,1510,1,7,1,108000,RL,AllPub,1Fam,TA,Normal,Gtl
653,7,1996,1996,880,909,1716,2,7,2,191000,RL,AllPub,1Fam,Gd,Normal,Gtl
654,6,1906,1995,756,756,1469,1,7,1,135000,RM,AllPub,1Fam,TA,Normal,Gtl
655,8,1995,1995,2109,2113,2113,2,7,3,350000,RL,AllPub,1Fam,Gd,Normal,Gtl
656,6,1971,1971,525,525,1092,1,6,1,88000,RM,AllPub,Twnhs,TA,Family,Gtl
657,5,1959,2006,1053,1053,1053,1,5,1,145500,RL,AllPub,1Fam,Gd,Normal,Gtl
658,7,1931,2000,776,851,1502,1,6,1,149000,RL,AllPub,1Fam,TA,Normal,Mod
659,6,1948,1950,912,912,1458,1,6,1,97500,RL,AllPub,1Fam,TA,Abnorml,Gtl
660,5,1964,1999,1486,1486,1486,1,7,2,167000,RL,AllPub,1Fam,TA,Normal,Gtl
661,7,1976,1976,793,1142,1935,2,7,2,197900,RL,AllPub,1Fam,TA,Normal,Gtl
662,8,1994,2005,1629,1686,2448,2,8,3,402000,RL,AllPub,1Fam,Gd,Normal,Gtl
663,6,1968,1968,1392,1392,1392,1,5,2,110000,RL,AllPub,1Fam,TA,Normal,Gtl
664,4,1972,1972,1138,1181,1181,2,6,2,137500,RL,AllPub,1Fam,TA,Normal,Gtl
665,8,2005,2006,2077,2097,2097,1,8,3,423000,RL,AllPub,1Fam,Ex,Partial,Gtl
666,8,2000,2000,1406,1454,1936,2,7,2,230500,RL,AllPub,1Fam,Gd,Normal,Gtl
667,6,1965,1979,1021,1465,2380,2,7,2,129000,RL,AllPub,1Fam,TA,Abnorml,Gtl
668,6,1994,1998,1408,1679,1679,2,7,2,193500,RL,AllPub,1Fam,Gd,Normal,Gtl
669,5,1956,1987,1188,1437,1437,1,6,2,168000,RL,AllPub,1Fam,TA,Normal,Mod
670,4,1922,1950,700,1180,1180,1,5,1,137500,RL,AllPub,1Fam,Fa,Normal,Gtl
671,6,2005,2005,738,738,1476,2,7,2,173500,RL,AllPub,1Fam,Gd,Normal,Gtl
672,6,1925,1950,672,697,1369,2,6,1,103600,RH,AllPub,1Fam,TA,Normal,Gtl
673,6,1977,1977,1208,1208,1208,1,6,2,165000,RL,AllPub,1Fam,TA,Normal,Gtl
674,6,1957,2004,1477,1839,1839,2,7,2,257500,RL,AllPub,1Fam,Gd,Normal,Gtl
675,6,1965,1965,1136,1136,1136,1,5,1,140000,RL,AllPub,1Fam,TA,Normal,Gtl
676,6,1978,1978,855,855,1441,2,7,2,148500,RL,AllPub,Twnhs,TA,Normal,Gtl
677,4,1900,1950,1095,1095,1774,2,8,3,87000,RM,AllPub,1Fam,TA,Normal,Gtl
678,5,1924,2006,768,792,792,1,5,1,109500,RL,AllPub,1Fam,Gd,Normal,Gtl
679,8,2008,2008,2046,2046,2046,2,7,3,372500,RL,AllPub,1Fam,Gd,Partial,Gtl
680,5,1961,1961,988,988,988,1,5,2,128500,RL,AllPub,1Fam,TA,Normal,Gtl
681,6,1980,1980,923,923,923,2,5,1,143000,RL,AllPub,TwnhsE,TA,Normal,Gtl
682,5,1932,2000,793,848,1520,1,6,1,159434,RH,AllPub,1Fam,TA,Abnorml,Gtl
683,6,1996,1997,1291,1291,1291,1,6,2,173000,RL,AllPub,1Fam,Gd,Normal,Gtl
684,9,2002,2002,1626,1668,1668,2,7,3,285000,RL,AllPub,1Fam,Gd,Normal,Gtl
685,7,1998,1998,1195,1195,1839,2,7,2,221000,RL,AllPub,1Fam,TA,Normal,Gtl
686,7,1984,1984,1190,1190,2090,2,6,2,207500,RL,AllPub,TwnhsE,Gd,Normal,Gtl
687,7,2007,2007,874,874,1761,3,7,2,227875,FV,AllPub,1Fam,Gd,Partial,Gtl
688,7,2004,2004,551,551,1102,2,4,2,148800,FV,AllPub,TwnhsE,Gd,Normal,Gtl
689,8,2007,2007,1419,1419,1419,2,7,2,392000,RL,AllPub,1Fam,Gd,Partial,Gtl
690,6,2005,2006,1362,1362,1362,2,6,2,194700,RL,AllPub,TwnhsE,Gd,Normal,Gtl
691,6,2004,2004,848,848,848,1,3,2,141000,RM,AllPub,TwnhsE,Gd,Normal,Gtl
692,10,1994,1995,2444,2444,4316,3,10,3,755000,RL,AllPub,1Fam,Ex,Normal,Gtl
693,7,1989,1990,1210,1238,2519,2,9,2,335000,RL,AllPub,1Fam,Gd,Normal,Mod
694,5,1921,1968,1073,1073,1073,1,4,1,108480,RL,AllPub,1Fam,TA,Abnorml,Sev
695,5,1936,1950,927,1067,1539,1,5,2,141500,RM,AllPub,1Fam,TA,Normal,Gtl
696,6,1987,1987,1112,1137,1137,2,5,2,176000,RL,AllPub,1Fam,Gd,Normal,Gtl
697,5,1921,1950,616,616,616,1,4,1,89000,RM,AllPub,1Fam,TA,Normal,Gtl
698,5,1952,1952,980,1148,1148,1,6,1,123500,RL,AllPub,1Fam,TA,Normal,Gtl
699,5,1965,2009,894,894,894,1,5,1,138500,RL,AllPub,1Fam,TA,Normal,Gtl
700,7,2004,2004,1391,1391,1391,2,5,2,196000,FV,AllPub,TwnhsE,Gd,Normal,Gtl
701,8,2002,2002,1800,1800,1800,2,7,3,312500,RL,AllPub,1Fam,Gd,Normal,Gtl
702,7,1969,1969,1164,1164,1164,1,6,2,140000,RL,AllPub,1Fam,TA,Normal,Gtl
703,8,2006,2006,1234,1264,2576,2,10,3,361919,RL,AllPub,1Fam,Ex,Partial,Gtl
704,5,1900,1996,360,1032,1812,2,8,2,140000,RM,AllPub,2fmCon,Gd,Normal,Gtl
705,7,2004,2005,1473,1484,1484,2,7,2,213000,RL,AllPub,1Fam,Gd,Normal,Gtl
706,4,1930,1950,0,372,1092,2,7,0,55000,RM,AllPub,2fmCon,Fa,Normal,Gtl
707,7,1971,2002,1643,1824,1824,2,5,2,302000,RL,AllPub,1Fam,Gd,Normal,Sev
708,8,2006,2006,1324,1324,1324,2,6,2,254000,RL,AllPub,TwnhsE,Gd,Normal,Gtl
709,7,2007,2007,728,728,1456,2,8,2,179540,RL,AllPub,1Fam,Gd,Partial,Gtl
710,5,1966,1966,876,904,904,1,6,1,109900,RL,AllPub,1Fam,TA,Abnorml,Gtl
711,3,1935,2003,270,729,729,1,5,0,52000,RL,AllPub,1Fam,TA,Normal,Gtl
712,4,1900,1950,859,859,1178,1,7,1,102776,C (all),AllPub,1Fam,TA,Abnorml,Mod
713,8,1988,1989,1228,1228,1228,2,5,2,189000,RL,AllPub,TwnhsE,Gd,Normal,Gtl
714,4,1970,1970,960,960,960,1,6,2,129000,RL,AllPub,2fmCon,TA,Normal,Gtl
715,6,1976,2005,725,725,1479,2,6,2,130500,RL,AllPub,1Fam,Gd,Normal,Gtl
716,6,1974,1974,1064,1350,1350,2,7,2,165000,RL,AllPub,1Fam,TA,Normal,Gtl
717,7,1890,1998,718,1576,2554,1,8,2,159500,RM,AllPub,1Fam,TA,Normal,Gtl
718,5,1973,2000,1176,1178,1178,1,5,2,157000,RL,AllPub,1Fam,Gd,Normal,Gtl
719,7,1993,1994,1311,1325,2418,2,9,3,341000,RL,AllPub,1Fam,Gd,Normal,Gtl
720,5,1969,1969,971,971,971,1,5,1,128500,RL,AllPub,1Fam,TA,Normal,Gtl
721,8,1985,1985,1742,1742,1742,2,5,2,275000,RL,AllPub,1Fam,Gd,Normal,Mod
722,6,2004,2004,848,848,848,1,3,2,143000,RM,AllPub,TwnhsE,Gd,Normal,Gtl
723,4,1970,1970,864,864,864,1,5,2,124500,RL,AllPub,1Fam,TA,Normal,Gtl
724,4,1954,1972,941,997,1470,2,7,1,135000,RL,AllPub,1Fam,TA,Normal,Gtl
725,9,2007,2008,1698,1698,1698,2,8,3,320000,RL,AllPub,1Fam,Ex,Normal,Gtl
726,4,1970,1970,864,864,864,1,5,2,120500,RL,AllPub,1Fam,Gd,Normal,Gtl
727,6,1988,2007,880,1680,1680,2,5,2,222000,RL,AllPub,1Fam,Gd,Normal,Gtl
728,7,2007,2007,1232,1232,1232,2,6,2,194500,RL,AllPub,1Fam,Gd,Normal,Gtl
729,5,1958,1958,1584,1776,1776,2,9,3,110000,RL,AllPub,Duplex,TA,Abnorml,Gtl
730,4,1925,1950,780,848,1208,1,5,2,103000,RM,AllPub,1Fam,TA,Normal,Gtl
731,8,1995,1996,1595,1616,1616,2,5,2,236500,RL,AllPub,TwnhsE,Gd,Normal,Gtl
732,7,2003,2003,868,1146,1146,2,6,2,187500,RL,AllPub,1Fam,Gd,Normal,Gtl
733,7,1998,1999,1153,1153,2031,2,8,2,222500,RL,AllPub,1Fam,Gd,Normal,Gtl
734,5,1961,1983,864,1144,1144,1,6,1,131400,RL,AllPub,1Fam,TA,Normal,Gtl
735,5,1968,1968,948,948,948,1,6,1,108000,RL,AllPub,1Fam,TA,Family,Gtl
736,7,1914,1970,880,880,1768,1,6,2,163000,RM,AllPub,1Fam,TA,Normal,Gtl
737,3,1950,1950,0,1040,1040,2,6,2,93500,RL,AllPub,Duplex,TA,Normal,Gtl
738,8,2005,2005,893,901,1801,2,8,3,239900,RL,AllPub,1Fam,Gd,Normal,Gtl
739,5,1987,1988,1200,1200,1200,3,5,0,179000,RL,AllPub,Duplex,TA,Alloca,Gtl
740,7,2004,2004,864,864,1728,2,7,2,190000,RL,AllPub,1Fam,Gd,Normal,Gtl
741,5,1910,2002,264,768,1432,2,7,2,132000,RM,AllPub,1Fam,TA,Abnorml,Gtl
742,6,1961,1996,912,912,912,1,5,1,142000,RL,AllPub,1Fam,Gd,Normal,Gtl
743,7,2000,2001,1349,1349,1349,2,6,2,179000,RL,AllPub,1Fam,TA,Normal,Gtl
744,5,1963,1999,520,1464,1464,2,6,2,175000,RL,AllPub,1Fam,TA,Normal,Gtl
745,8,1993,1993,1337,1337,1337,2,5,2,180000,RL,AllPub,TwnhsE,Gd,Normal,Gtl
746,8,1976,1996,1142,1175,2715,3,11,2,299800,RL,AllPub,1Fam,Gd,Normal,Gtl
747,7,2000,2000,952,980,2256,2,8,2,236000,RL,AllPub,1Fam,Gd,Normal,Gtl
748,7,1880,2003,1240,1320,2640,1,8,4,265979,RM,AllPub,1Fam,Gd,Normal,Gtl
749,7,1996,1996,1720,1720,1720,2,7,2,260400,RL,AllPub,1Fam,Gd,Normal,Gtl
750,4,1945,1950,0,1088,1529,2,9,1,98000,RL,AllPub,1Fam,TA,Normal,Gtl
751,4,1910,2004,576,792,1140,1,7,0,96500,RM,AllPub,1Fam,TA,Normal,Gtl
752,7,2003,2003,660,660,1320,2,6,2,162000,RL,AllPub,1Fam,Gd,Normal,Gtl
753,6,1997,1997,1479,1494,1494,2,6,2,217000,RL,AllPub,1Fam,Gd,Normal,Gtl
754,8,2005,2005,1030,1038,2098,2,8,3,275500,RL,AllPub,1Fam,Ex,Normal,Gtl
755,6,1969,2005,1026,1026,1026,1,5,2,156000,RL,AllPub,1Fam,Gd,Normal,Gtl
756,6,1999,1999,729,742,1471,2,6,2,172500,FV,AllPub,TwnhsE,TA,Normal,Gtl
757,8,2007,2007,866,866,1768,2,7,2,212000,RL,AllPub,1Fam,Gd,Normal,Gtl
758,6,1978,1978,672,672,1386,2,6,2,158900,RL,AllPub,1Fam,TA,Abnorml,Gtl
759,7,1999,1999,744,757,1501,2,6,2,179400,FV,AllPub,Twnhs,TA,Normal,Gtl
760,8,1995,1995,1318,1328,2531,2,9,3,290000,RL,AllPub,1Fam,Gd,Normal,Gtl
761,6,1959,1959,864,864,864,1,5,1,127500,RL,AllPub,1Fam,TA,Normal,Gtl
762,5,1924,1950,1145,1301,1301,1,5,2,100000,RM,AllPub,1Fam,Fa,Normal,Gtl
763,7,2009,2009,756,764,1547,2,7,2,215200,FV,AllPub,1Fam,Gd,Normal,Gtl
764,8,1999,1999,1252,1268,2365,2,8,3,337000,RL,AllPub,1Fam,Gd,Normal,Gtl
765,8,1995,1996,1494,1494,1494,1,6,2,270000,RL,AllPub,TwnhsE,Ex,Normal,Gtl
766,9,2008,2008,1498,1506,1506,2,6,2,264132,RL,AllPub,1Fam,Ex,Partial,Gtl
767,7,1988,1988,980,980,1714,2,7,2,196500,RL,AllPub,1Fam,TA,Normal,Gtl
768,6,1940,1985,983,983,1750,2,7,1,160000,RL,AllPub,1Fam,TA,Normal,Gtl
769,7,2004,2005,1860,1836,1836,2,8,2,216837,RL,AllPub,1Fam,Gd,Normal,Gtl
770,8,2003,2003,1650,1690,3279,3,12,3,538000,RL,AllPub,1Fam,Ex,Normal,Mod
771,5,1982,1982,858,858,858,1,5,2,134900,RL,AllPub,1Fam,TA,Normal,Gtl
772,4,1951,1951,836,1220,1220,1,6,2,102000,RL,AllPub,1Fam,TA,Normal,Gtl
773,6,1976,1976,1029,1117,1117,1,6,2,107000,RL,AllPub,1Fam,TA,Abnorml,Gtl
774,5,1958,1958,912,912,912,1,5,1,114500,RL,AllPub,1Fam,TA,Normal,Gtl
775,8,2006,2006,1935,1973,1973,2,9,3,395000,RL,AllPub,1Fam,Gd,Partial,Gtl
776,6,1998,1998,1204,1204,1204,2,5,2,162000,RM,AllPub,TwnhsE,TA,Normal,Gtl
777,7,2005,2006,1614,1614,1614,2,7,3,221500,RL,AllPub,1Fam,Gd,Partial,Gtl
778,5,1974,1974,864,894,894,1,5,2,142500,RL,AllPub,1Fam,TA,Normal,Gtl
779,5,1977,1977,0,2020,2020,2,10,2,144000,RH,AllPub,Duplex,TA,Normal,Gtl
780,6,1977,1977,975,1004,1004,1,4,2,135000,RL,AllPub,Duplex,TA,Normal,Gtl
781,7,1995,1996,1237,1253,1253,2,6,2,176000,RL,AllPub,1Fam,TA,Normal,Gtl
782,6,1992,1992,761,810,1603,2,7,2,175900,RL,AllPub,1Fam,Gd,Normal,Gtl
783,7,2001,2002,1413,1430,1430,2,6,2,187100,RL,AllPub,1Fam,Gd,Normal,Gtl
784,5,1978,1978,1097,1110,1110,1,4,2,165500,RL,AllPub,1Fam,Gd,Normal,Gtl
785,6,1914,2001,742,742,1484,2,9,0,128000,RM,AllPub,1Fam,TA,Normal,Gtl
786,6,1967,1967,1372,1342,1342,2,7,2,161500,RL,AllPub,1Fam,TA,Normal,Gtl
